title,image,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Haikyuu!! Movie 3: Sainou to Sense,https://cdn.myanimelist.net/images/anime/1034/147253.jpg,Movie,1,Finished Airing,,,,Sports,"School, Team Sports",Production I.G,add some,Shounen,PG-13 - Teens 13 or older,8.2,418.0,2247.0,104927.0,108.0
Haikyuu!! Movie 4: Concept no Tatakai,https://cdn.myanimelist.net/images/anime/1854/147254.jpg,Movie,1,Finished Airing,,,,Sports,"School, Team Sports",Production I.G,add some,Shounen,PG-13 - Teens 13 or older,8.26,340.0,2297.0,101540.0,93.0
Africa no Salaryman,https://cdn.myanimelist.net/images/anime/3/87132.jpg,ONA,10,Finished Airing,,,,Comedy,"Anthropomorphic, Workplace",add some,"Production I.G, Anime Beans",,PG-13 - Teens 13 or older,5.94,10559.0,11780.0,2379.0,6.0
Warau Salesman Episode 0,https://cdn.myanimelist.net/images/anime/7/84708.jpg,Special,1,Finished Airing,,,,Supernatural,"Adult Cast, Psychological",Shin-Ei Animation,add some,Seinen,PG-13 - Teens 13 or older,5.98,10359.0,13806.0,1305.0,1.0
Warau Salesman Dai SP-banashi,https://cdn.myanimelist.net/images/anime/12/84709.jpg,Special,8.0,Finished Airing,,,,"Comedy, Drama, Supernatural","Adult Cast, Psychological",Shin-Ei Animation,add some,Seinen,PG-13 - Teens 13 or older,6.41,7871.0,15184.0,913.0,0.0
Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,https://cdn.myanimelist.net/images/anime/1826/137751.jpg,OVA,1,Finished Airing,,,,Comedy,,Studio Pierrot,add some,Shounen,PG-13 - Teens 13 or older,6.61,6670.0,5257.0,21018.0,45.0
Devilman: Crybaby,https://cdn.myanimelist.net/images/anime/2/89973.jpg,ONA,10,Finished Airing,,,,"Action, Avant Garde, Horror, Supernatural","Gore, Mythology",Science SARU,"Aniplex, Dynamic Planning, Netflix",Shounen,R+ - Mild Nudity,7.74,1231.0,127.0,1246513.0,25642.0
Shin Gakkou no Yuurei,https://cdn.myanimelist.net/images/anime/8/84713.jpg,OVA,1,Finished Airing,,,,"Horror, Supernatural, Suspense","Mythology, School","Group TAC, JCF",add some,,PG-13 - Teens 13 or older,5.86,10999.0,14745.0,1030.0,0.0
Shingeki no Kyotou,https://cdn.myanimelist.net/images/anime/3/84716.jpg,Movie,1,Finished Airing,,,,"Action, Fantasy",,add some,Kodansha,Shounen,PG-13 - Teens 13 or older,6.38,8036.0,4730.0,27137.0,88.0
Luna-tan: 1-mannen no Himitsu,https://cdn.myanimelist.net/images/anime/12/84727.jpg,ONA,10,Finished Airing,,,,Fantasy,,Signal.MD,"NTT Plala, Anime Beans",,G - All Ages,,18298.0,19322.0,388.0,0.0
Koukyoushihen Eureka Seven Hi-Evolution 1,https://cdn.myanimelist.net/images/anime/1334/90827.jpg,Movie,1,Finished Airing,,,,"Adventure, Drama, Sci-Fi",Mecha,Bones,"Bandai Visual, Mainichi Broadcasting System, Showgate, Bandai Namco Entertainment, Hakuhodo DY Music & Pictures",,PG-13 - Teens 13 or older,6.16,9345.0,5439.0,19236.0,24.0
Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,https://cdn.myanimelist.net/images/anime/1012/96436.jpg,Movie,1,Finished Airing,,,,"Adventure, Drama, Sci-Fi",Mecha,Bones,"Mainichi Broadcasting System, Showgate, Bandai Namco Entertainment, Hakuhodo DY Music & Pictures, Bandai Namco Arts",,PG-13 - Teens 13 or older,6.58,6803.0,6246.0,13323.0,19.0
Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,https://cdn.myanimelist.net/images/anime/1527/117887.jpg,Movie,1,Finished Airing,,,,"Adventure, Drama, Sci-Fi",Mecha,Bones,"Mainichi Broadcasting System, Showgate, Bandai Namco Entertainment, Hakuhodo DY Music & Pictures, Bandai Namco Arts",,PG-13 - Teens 13 or older,6.46,7553.0,6202.0,13567.0,30.0
Space Gundam V,https://cdn.myanimelist.net/images/anime/8/84740.jpg,Movie,1.0,Finished Airing,,,,Comedy,Mecha,add some,add some,,PG-13 - Teens 13 or older,5.37,13012.0,14346.0,1140.0,0.0
Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,https://cdn.myanimelist.net/images/anime/8/84745.jpg,ONA,1,Finished Airing,,,,Comedy,,"Shin-Ei Animation, DLE",add some,,G - All Ages,5.56,12391.0,15284.0,886.0,0.0
Heisei Matsue Kaidan: Ayashi,https://cdn.myanimelist.net/images/anime/12/84746.jpg,ONA,2,Finished Airing,,,,"Comedy, Horror, Supernatural","Historical, Parody",DLE,add some,,G - All Ages,,21857.0,17610.0,527.0,0.0
Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,https://cdn.myanimelist.net/images/anime/12/84747.jpg,ONA,2,Finished Airing,,,,"Comedy, Horror","Historical, Parody",DLE,add some,,G - All Ages,5.45,12754.0,18242.0,470.0,0.0
Yoshida no Matsue Beauty Daisakusen,https://cdn.myanimelist.net/images/anime/3/84748.jpg,ONA,3,Finished Airing,,,,Comedy,Parody,DLE,add some,,G - All Ages,5.47,12676.0,17434.0,543.0,0.0
Yoshida no Matsue Beauty Daisakusen Prologue,https://cdn.myanimelist.net/images/anime/13/84749.jpg,ONA,1,Finished Airing,,,,Comedy,Parody,add some,add some,,G - All Ages,5.09,13617.0,17166.0,573.0,0.0
Kobayashi-san Chi no OO Dragon,https://cdn.myanimelist.net/images/anime/1013/121928.jpg,Special,7,Finished Airing,,,,"Slice of Life, Supernatural",,Kyoto Animation,add some,,PG-13 - Teens 13 or older,7.25,3224.0,2213.0,107107.0,133.0
Warau Salesman Special Program,https://cdn.myanimelist.net/images/anime/13/84768.jpg,Special,14,Finished Airing,,,,"Supernatural, Suspense","Adult Cast, Psychological",Shin-Ei Animation,add some,Seinen,PG-13 - Teens 13 or older,6.31,8476.0,14737.0,1033.0,0.0
Kimi no Hikari: Asagao to Kase-san.,https://cdn.myanimelist.net/images/anime/1712/132855.jpg,OVA,1,Finished Airing,,,,Girls Love,"Music, School",Zexcs,Pony Canyon,,PG-13 - Teens 13 or older,7.27,3068.0,3656.0,45914.0,110.0
Kenta to Nyanta no Kuruma Daisuki!,https://cdn.myanimelist.net/images/anime/2/84775.jpg,OVA,1,Finished Airing,,,,,Educational,add some,add some,Kids,G - All Ages,,17777.0,22273.0,216.0,0.0
Anzen Kakunin: Kenta to Nyanta no Koutsuu Anzen,https://cdn.myanimelist.net/images/anime/11/84776.jpg,OVA,1,Finished Airing,,,,,Educational,add some,add some,Kids,G - All Ages,,19925.0,21179.0,273.0,0.0
Snow Jiko wa No! No! Yuki Daruman no Fuyumichi Koutsuu Anzen,https://cdn.myanimelist.net/images/anime/11/84778.jpg,OVA,1.0,Finished Airing,,,,,Educational,Animation Studio Wagumi,add some,Kids,G - All Ages,,15215.0,21731.0,245.0,0.0
Anzen no Shiteiseki Child Seat,https://cdn.myanimelist.net/images/anime/6/84784.jpg,OVA,1,Finished Airing,,,,,Educational,add some,add some,Kids,G - All Ages,,19926.0,21319.0,265.0,0.0
Osakini Douzo Arigatou,https://cdn.myanimelist.net/images/anime/3/84787.jpg,OVA,1.0,Finished Airing,,,,,,add some,add some,Kids,G - All Ages,,19286.0,22821.0,190.0,0.0
Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,https://cdn.myanimelist.net/images/anime/12/84848.jpg,OVA,1,Finished Airing,,,,Hentai,,T-Rex,"MS Pictures, BOOTLEG",,Rx - Hentai,6.07,,7376.0,8918.0,24.0
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE! LOVE!,https://cdn.myanimelist.net/images/anime/6/85527.jpg,OVA,1,Finished Airing,,,,"Comedy, Fantasy","Parody, School, Super Power",Studio Comet,Sotsu,,PG-13 - Teens 13 or older,6.81,5450.0,7028.0,10146.0,23.0
Free! Movie 2: Timeless Medley - Yakusoku,https://cdn.myanimelist.net/images/anime/13/87931.jpg,Movie,1,Finished Airing,,,,Sports,School,"Kyoto Animation, Animation Do",add some,,PG-13 - Teens 13 or older,7.65,1490.0,3602.0,47059.0,63.0
Free! Take Your Marks,https://cdn.myanimelist.net/images/anime/6/87928.jpg,Movie,1,Finished Airing,,,,Slice of Life,School,"Kyoto Animation, Animation Do","Lantis, Pony Canyon, ABC Animation",,PG-13 - Teens 13 or older,7.74,1235.0,2479.0,90000.0,155.0
Hand Shakers: Go ago Go,https://cdn.myanimelist.net/images/anime/9/87980.jpg,Special,1,Finished Airing,,,,Action,,GoHands,add some,,PG-13 - Teens 13 or older,5.54,12442.0,7707.0,7996.0,5.0
The King of Fighters: Destiny,https://cdn.myanimelist.net/images/anime/1238/110960.jpg,ONA,24,Finished Airing,,,,"Action, Adventure, Drama, Romance",Martial Arts,iDRAGONS Creative Studio,Bytehoo,,PG-13 - Teens 13 or older,6.53,7102.0,9118.0,5252.0,20.0
Planetarium Kamiusagi Rope: Orera Rocket Tobasu tte Maji ssuka!?,https://cdn.myanimelist.net/images/anime/4/84828.jpg,Movie,1,Finished Airing,,,,"Comedy, Sci-Fi",,add some,add some,,G - All Ages,,19489.0,20672.0,302.0,0.0
Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,https://cdn.myanimelist.net/images/anime/6/86547.jpg,Movie,1,Finished Airing,,,,"Action, Slice of Life",Mahou Shoujo,Toei Animation,add some,,G - All Ages,6.83,5391.0,9917.0,4097.0,5.0
Adauchi Karasu,https://cdn.myanimelist.net/img/common/external_links/200.png,Movie,1.0,Finished Airing,,,,,Historical,add some,add some,,G - All Ages,,19808.0,17576.0,528.0,0.0
Man Tou Riji,https://cdn.myanimelist.net/images/anime/7/84844.jpg,ONA,10,Finished Airing,,,,Slice of Life,,"Haoliners Animation League, LAN Studio",Yaoqi,,G - All Ages,6.36,8168.0,16126.0,718.0,2.0
DC Super Heroes vs Taka no Tsumedan,https://cdn.myanimelist.net/images/anime/9/85930.jpg,Movie,1,Finished Airing,,,,Comedy,"Parody, Super Power",DLE,add some,,G - All Ages,5.26,13292.0,13210.0,1536.0,1.0
Kidou Senshi Gundam: Twilight Axis,https://cdn.myanimelist.net/images/anime/7/85773.jpg,ONA,6,Finished Airing,,,,Sci-Fi,"Mecha, Military, Space",Sunrise,add some,,PG-13 - Teens 13 or older,4.89,13860.0,6243.0,13331.0,9.0
Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,https://cdn.myanimelist.net/images/anime/13/84868.jpg,ONA,27,Finished Airing,,,,Comedy,,add some,add some,,G - All Ages,,19855.0,20298.0,322.0,0.0
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,https://cdn.myanimelist.net/images/anime/1947/95701.jpg,Movie,1,Finished Airing,,,,"Comedy, Romance",Historical,Nippon Animation,"Kodansha, Warner Bros. Japan, KlockWorx, Tokyo MX, Asahi Shimbun",Shoujo,PG-13 - Teens 13 or older,6.89,5050.0,5802.0,16173.0,34.0
Mr. Men Little Miss,https://cdn.myanimelist.net/images/anime/13/84873.jpg,ONA,82,Finished Airing,,,,,,Sanrio,add some,Kids,G - All Ages,,18851.0,21023.0,283.0,0.0
Zannen Onna Kanbu Black General-san,https://cdn.myanimelist.net/images/anime/8/87131.jpg,ONA,10,Finished Airing,,,,Comedy,Super Power,Oddjob,"Kadokawa, Anime Beans",Shounen,PG-13 - Teens 13 or older,5.87,10951.0,11300.0,2715.0,6.0
Vatican Kiseki Chousakan: Majo no Soup,https://cdn.myanimelist.net/images/anime/1272/98077.jpg,OVA,1,Finished Airing,,,,"Drama, Mystery, Supernatural",,J.C.Staff,add some,,PG-13 - Teens 13 or older,6.47,7490.0,9139.0,5228.0,5.0
Jingisukan no Jin-kun,https://cdn.myanimelist.net/images/anime/9/87134.jpg,ONA,10,Finished Airing,,,,Comedy,,add some,"Production I.G, Anime Beans",,G - All Ages,,17436.0,20103.0,336.0,1.0
Dekiru ka na,https://cdn.myanimelist.net/images/anime/7/87133.jpg,ONA,10,Finished Airing,,,,Comedy,,add some,"Production I.G, Anime Beans",,G - All Ages,,20940.0,19628.0,366.0,0.0
Hitorigurashi no Shougakusei,https://cdn.myanimelist.net/images/anime/11/87427.jpg,ONA,10,Finished Airing,,,,"Comedy, Gourmet, Slice of Life",,Signal.MD,Anime Beans,,G - All Ages,6.48,7430.0,9567.0,4552.0,12.0
Hajimete no Gal: Hajimete no Bunkasai,https://cdn.myanimelist.net/images/anime/1014/123301.jpg,OVA,1,Finished Airing,,,,"Comedy, Romance, Ecchi","Harem, School",NAZ,add some,Shounen,PG-13 - Teens 13 or older,6.45,7634.0,2729.0,77220.0,112.0
Dainiji Ura Nyuugakushiken The Animation,https://cdn.myanimelist.net/images/anime/3/85651.jpg,OVA,1,Finished Airing,,,,Hentai,,Studio 1st,"MS Pictures, BOOTLEG",,Rx - Hentai,6.11,,8437.0,6397.0,11.0
Kuruneko (ONA),https://cdn.myanimelist.net/images/anime/3/87135.jpg,ONA,10,Finished Airing,,,,"Comedy, Slice of Life",Pets,add some,"Production I.G, Anime Beans",,G - All Ages,6.07,9861.0,15626.0,807.0,0.0
Owarimonogatari 2nd Season,https://cdn.myanimelist.net/images/anime/6/87322.jpg,TV Special,7,Finished Airing,,,,"Comedy, Mystery, Supernatural",Vampire,Shaft,"Aniplex, Kodansha",,R - 17+ (violence & profanity),8.86,28.0,598.0,428623.0,8990.0
Soutai Sekai,https://cdn.myanimelist.net/images/anime/1433/95260.jpg,ONA,2,Finished Airing,,,,Sci-Fi,,Craftar Studios,"Hulu, Lucky Pictures",,PG-13 - Teens 13 or older,5.69,11832.0,7438.0,8764.0,7.0
Boku no Hero Academia: Hero Note,https://cdn.myanimelist.net/images/anime/1089/121748.jpg,TV Special,1,Finished Airing,,,,Action,"School, Super Power",Bones,add some,Shounen,PG-13 - Teens 13 or older,7.26,3124.0,1393.0,192912.0,599.0
Monster Strike: Katsubou no Hate no Risoukyou,https://cdn.myanimelist.net/images/anime/3/84955.jpg,ONA,1,Finished Airing,,,,"Action, Fantasy",Strategy Game,"SANZIGEN, XFLAG Pictures, Yokohama Animation Laboratory",add some,,PG-13 - Teens 13 or older,5.99,10316.0,11375.0,2661.0,0.0
Higanjima X: Aniki,https://cdn.myanimelist.net/images/anime/6/88803.jpg,Special,1,Finished Airing,,,,"Fantasy, Horror",Vampire,add some,add some,Seinen,R - 17+ (violence & profanity),,21928.0,17595.0,528.0,1.0
Perestroika,https://cdn.myanimelist.net/images/anime/13/84964.jpg,OVA,12,Finished Airing,,,,Comedy,,add some,"TOHO, Robot Communications",,G - All Ages,,19422.0,20752.0,298.0,0.0
Youkoso! Ecolo Shima,https://cdn.myanimelist.net/images/anime/13/84975.jpg,OVA,1,Finished Airing,,,,,,add some,add some,Kids,G - All Ages,,16919.0,21579.0,252.0,0.0
Fuyuyasumi da. Zenin Shuugou!,https://cdn.myanimelist.net/images/anime/10/84976.jpg,OVA,1,Finished Airing,,,,,,add some,add some,Kids,G - All Ages,,21428.0,22626.0,198.0,0.0
Kamiusagi Rope x ROPÉ Sisters,https://cdn.myanimelist.net/images/anime/4/84987.jpg,ONA,2,Finished Airing,,,,Comedy,,add some,add some,,G - All Ages,,17683.0,19901.0,350.0,0.0
Kodoku no Gourmet,https://cdn.myanimelist.net/images/anime/5/88980.jpg,ONA,10,Finished Airing,,,,"Gourmet, Slice of Life",,Production I.G,Anime Beans,Seinen,G - All Ages,6.17,9331.0,13512.0,1416.0,0.0
A-Channel: Nabe wo Tabeyou,https://cdn.myanimelist.net/images/anime/9/84989.jpg,Special,1,Finished Airing,,,,Comedy,"CGDCT, School",Studio Gokumi,Aniplex,,PG-13 - Teens 13 or older,6.87,5127.0,7178.0,9601.0,2.0
Henkei Shoujo,https://cdn.myanimelist.net/images/anime/2/86539.jpg,ONA,5,Finished Airing,,,,Sci-Fi,Anthropomorphic,DLE,Bushiroad,,PG-13 - Teens 13 or older,5.69,11856.0,4502.0,30266.0,87.0
Tire Kan x Kamiusagi Rope,https://cdn.myanimelist.net/images/anime/7/84995.jpg,ONA,22,Finished Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,15678.0,19171.0,401.0,0.0
Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou,,,,,,,,,,,,,,,,,,
Chiruran: Nibun no Ichi Special,https://cdn.myanimelist.net/images/anime/6/85023.jpg,Special,1,Finished Airing,,,,"Action, Comedy",Historical,LandQ studios,add some,,PG-13 - Teens 13 or older,5.46,12693.0,14229.0,1170.0,1.0
Kamiusagi Rope x Tokyo Gas,https://cdn.myanimelist.net/images/anime/7/85028.jpg,ONA,2,Finished Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,17686.0,19314.0,389.0,0.0
Mori no Kaori x Kamiusagi Rope,https://cdn.myanimelist.net/images/anime/12/85029.jpg,ONA,3,Finished Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,18819.0,19432.0,380.0,0.0
Shiseido x Kamiusagi Rope,https://cdn.myanimelist.net/images/anime/3/85030.jpg,ONA,2,Finished Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,15047.0,19398.0,383.0,0.0
Lion x Kamiusagi Rope,https://cdn.myanimelist.net/images/anime/6/85031.jpg,ONA,3,Finished Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,18242.0,19428.0,380.0,0.0
Levain Cup x Kamiusagi Rope,https://cdn.myanimelist.net/images/anime/12/85032.jpg,ONA,7,Finished Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,18198.0,19116.0,405.0,0.0
Kamiusagi Rope & Taka no Tsume Collab Eizou-hen,https://cdn.myanimelist.net/images/anime/12/85033.jpg,ONA,1,Finished Airing,,,,Comedy,,add some,add some,,G - All Ages,5.07,13649.0,18218.0,473.0,0.0
Kamiusagi Rope x TOHO Cinemas,https://cdn.myanimelist.net/images/anime/11/85034.jpg,ONA,Unknown,Currently Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,17683.0,18495.0,450.0,0.0
Kamiusagi Rope x TOHO Cinemas (Movies),https://cdn.myanimelist.net/images/anime/11/85035.jpg,Movie,Unknown,Currently Airing,,,,"Comedy, Slice of Life",,add some,add some,,G - All Ages,,17685.0,18611.0,442.0,0.0
"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",https://cdn.myanimelist.net/images/anime/6/89687.jpg,OVA,1,Finished Airing,,,,"Action, Ecchi",School,"SILVER LINK., Connect",add some,Shounen,PG-13 - Teens 13 or older,6.78,5610.0,3336.0,53780.0,34.0
ChäoS;Child: Silent Sky,https://cdn.myanimelist.net/images/anime/9/88031.jpg,Movie,1,Finished Airing,,,,"Mystery, Sci-Fi, Supernatural",Psychological,SILVER LINK.,add some,,PG-13 - Teens 13 or older,6.48,7409.0,4773.0,26372.0,38.0
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,https://cdn.myanimelist.net/images/anime/10/89305.jpg,OVA,1,Finished Airing,,,,Romance,Mahou Shoujo,Madhouse,NHK,Shoujo,G - All Ages,7.75,1219.0,3651.0,46081.0,96.0
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,https://cdn.myanimelist.net/images/anime/13/87162.jpg,OVA,1,Finished Airing,,,,Sports,"School, Team Sports",Production I.G,add some,Shounen,PG-13 - Teens 13 or older,7.51,2024.0,3801.0,42968.0,40.0
Saint Seiya: Gold Saints Data File,https://cdn.myanimelist.net/images/anime/8/85080.jpg,Special,3,Finished Airing,,,,"Action, Fantasy",,Toei Animation,add some,Shounen,PG-13 - Teens 13 or older,5.95,10516.0,12599.0,1863.0,3.0
Hiyoko no Basket Movie: Last Game 0401,https://cdn.myanimelist.net/images/anime/1586/139665.jpg,ONA,1,Finished Airing,,,,"Comedy, Sports",Parody,add some,add some,,G - All Ages,7.36,2655.0,6481.0,12193.0,39.0
BOY's LOVE Nitro+CHiRAL,https://cdn.myanimelist.net/images/anime/11/85082.jpg,ONA,5,Finished Airing,,,,Comedy,Parody,Plus Heads,Nitroplus,,G - All Ages,4.78,13980.0,11496.0,2575.0,8.0
Ultrasonico,https://cdn.myanimelist.net/images/anime/12/85083.jpg,ONA,1,Finished Airing,,,,,"Parody, Super Power",add some,add some,,G - All Ages,4.99,13760.0,11771.0,2386.0,1.0
Sugai-kun to Kazoku Ishi,https://cdn.myanimelist.net/images/anime/11/85085.jpg,ONA,10.0,Finished Airing,,,,Comedy,,DLE,add some,,,,15369.0,21304.0,268.0,0.0
Yi Ren Zhi Xia 2,https://cdn.myanimelist.net/images/anime/11/89941.jpg,ONA,24,Finished Airing,,,,"Action, Supernatural",Super Power,Haoliners Animation League,Tencent Animation & Comics,,R - 17+ (violence & profanity),7.37,2578.0,2660.0,80449.0,138.0
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,https://cdn.myanimelist.net/images/anime/12/85115.jpg,Special,1,Finished Airing,,,,"Comedy, Romance, Ecchi","Harem, School",A-1 Pictures,Aniplex,,PG-13 - Teens 13 or older,7.37,2563.0,1869.0,136185.0,172.0
Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,https://cdn.myanimelist.net/images/anime/1085/103779.jpg,OVA,2,Finished Airing,,,,Hentai,,Collaboration Works,add some,,Rx - Hentai,6.24,,8537.0,6200.0,4.0
Chein Kuro-Nikuru!! Kanketsu-hen,https://cdn.myanimelist.net/images/anime/1758/95344.jpg,Special,1,Finished Airing,,,,Comedy,Parody,Studio PuYUKAI,add some,,G - All Ages,5.65,12049.0,18087.0,483.0,0.0
Cinderella Girls Gekijou: Kayou Cinderella Theater,https://cdn.myanimelist.net/images/anime/8/89787.jpg,ONA,13,Finished Airing,,,,Comedy,Idols (Female),"Gathering, Lesprit","Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan",,PG-13 - Teens 13 or older,6.42,7804.0,8870.0,5675.0,2.0
Kemono Friends: Bus-teki,https://cdn.myanimelist.net/images/anime/2/86031.jpg,ONA,1,Finished Airing,,,,"Comedy, Fantasy",Anthropomorphic,Yaoyorozu,add some,,PG - Children,6.54,7070.0,8647.0,6024.0,4.0
Marumofubiyori,https://cdn.myanimelist.net/images/anime/6/85133.jpg,ONA,8,Finished Airing,,,,,,add some,Sanrio,Kids,G - All Ages,6.19,9166.0,17453.0,540.0,4.0
Yogen-sha Ikusei Gakuen: Fortune Tellers Academy,https://cdn.myanimelist.net/images/anime/11/85137.jpg,ONA,1,Finished Airing,,,,Fantasy,,add some,Square Enix,,G - All Ages,5.51,12537.0,17388.0,549.0,0.0
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",https://cdn.myanimelist.net/images/anime/5/88486.jpg,Special,1,Finished Airing,,,,"Slice of Life, Supernatural",,Kyoto Animation,"Lantis, Pony Canyon, ABC Animation",,PG-13 - Teens 13 or older,7.7,1360.0,1191.0,230348.0,275.0
Boku no Oldies wa All Color,https://cdn.myanimelist.net/images/anime/11/85164.jpg,OVA,1.0,Finished Airing,,,,Romance,Music,Tatsunoko Production,Nippon Columbia,Seinen,PG-13 - Teens 13 or older,5.9,10794.0,16725.0,627.0,1.0
Two on the Road: Itsumo Futari de,https://cdn.myanimelist.net/images/anime/1753/143245.jpg,OVA,2,Finished Airing,,,,Romance,Music,add some,WOWOW,,PG-13 - Teens 13 or older,,15882.0,19181.0,399.0,0.0
Seikaisuru Kado: Ninovo,https://cdn.myanimelist.net/images/anime/2/85175.jpg,ONA,1,Finished Airing,,,,Sci-Fi,Adult Cast,Toei Animation,add some,,PG-13 - Teens 13 or older,6.66,6368.0,5556.0,18158.0,5.0
Fengshen Bang,https://cdn.myanimelist.net/images/anime/7/85212.jpg,Movie,1.0,Finished Airing,,,,"Action, Fantasy",Martial Arts,add some,add some,,PG - Children,4.86,13888.0,16815.0,615.0,1.0
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,https://cdn.myanimelist.net/images/anime/6/85548.jpg,Special,1,Finished Airing,,,,Sports,Performing Arts,MAPPA,Avex Pictures,,PG-13 - Teens 13 or older,7.98,734.0,2475.0,90411.0,294.0
Saru Kani Gassen (1927),https://cdn.myanimelist.net/images/anime/9/85243.jpg,Movie,1.0,Finished Airing,,,,Drama,,add some,add some,,G - All Ages,5.36,13021.0,13714.0,1340.0,0.0
